intervalo,estimativa,resposavel,subtarefas,atrasado
7,0,1,0,1
7,0,1,0,0
0,0,1,0,0
20,2,1,0,0
6,0,1,0,1
34,8,1,0,1
20,5,1,0,1
3,0,1,0,0
14,0,1,0,0
2,0,1,2,0
2,0,1,0,0
2,0,1,0,0
0,0,1,0,0
0,0,1,0,0
1,0,1,0,0
1,0,1,0,1
0,0,1,0,0
11,8,1,0,1
11,2,1,0,0
11,5,1,5,1
11,16,1,0,0
25,16,1,0,1
25,8,1,0,1
25,0,1,0,1
0,0,1,0,1
13,5,1,0,0
13,8,1,0,1
13,16,1,0,0
13,8,1,1,1
13,16,1,2,1
27,5,1,0,1
13,5,1,0,1
13,5,1,0,1
0,0,1,0,0
0,0,1,0,0
12,0,1,0,1
12,0,1,0,0
12,0,1,0,0
12,0,1,0,0
9,0,1,0,0
12,0,1,0,0
0,0,1,0,1
0,0,1,0,1
8,0,1,0,0
8,0,1,0,0
7,0,1,0,0
7,0,1,0,0
0,0,1,0,0
4,0,1,0,0
0,0,1,0,0
0,0,1,0,0
6,0,1,0,0
20,2,1,0,1
6,0,1,0,1
20,0,1,0,0
2,0,1,0,0
0,0,1,0,1
4,0,1,0,1
0,0,1,0,1
0,0,1,0,1
3,0,1,2,0
3,0,1,0,1
11,5,1,0,1
0,0,1,0,0
0,0,1,0,0
9,8,1,0,0
23,0,1,0,0
9,5,1,0,0
9,5,1,0,0
9,5,1,0,1
9,8,1,0,1
9,8,1,0,1
9,8,1,3,1
9,8,1,0,1
9,8,1,0,1
9,16,1,6,1
12,2,1,0,0
12,5,1,0,0
12,16,1,0,1
12,5,1,2,1
12,5,1,0,0
12,2,1,0,0
12,5,1,0,0
12,5,1,0,1
12,2,1,0,0
12,2,1,0,0
12,0,1,0,1
0,0,1,0,1
0,0,1,0,1
11,0,1,0,1
8,0,1,0,0
10,0,1,0,0
7,0,1,0,0
3,0,1,0,0
6,0,1,0,0
0,0,1,0,1
2,0,1,0,0
0,0,1,0,0
4,0,1,0,1
4,0,1,0,1
2,0,1,0,1
0,0,1,0,1
0,0,1,0,0
2,0,1,0,0
14,0,1,0,0
14,0,1,0,1
11,5,1,0,1
11,5,1,0,1
11,5,1,0,1
25,0,1,0,0
11,24,1,0,1
11,16,1,8,1
11,8,1,6,1
0,0,1,0,0
13,8,1,0,1
13,8,1,0,0
13,2,1,0,0
13,2,1,0,0
13,0,1,0,1
13,2,1,0,1
13,8,1,0,1
13,5,1,0,1
13,0,1,0,1
0,0,1,0,1
12,0,1,0,0
12,0,1,0,0
12,0,1,0,0
0,0,1,0,1
0,0,1,0,1
0,0,1,0,0
0,0,1,0,0
2,0,1,0,1
21,0,1,0,1
21,16,1,0,1
3,0,1,0,0
0,0,1,0,1
0,0,1,0,1
0,0,1,0,1
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,1
11,16,1,0,0
25,8,1,0,1
25,0,1,0,1
11,8,1,0,0
11,3,1,0,1
11,8,1,2,1
11,8,1,3,1
11,2,1,0,1
0,0,1,0,0
13,0,1,0,0
13,0,1,0,0
13,2,1,0,0
13,5,1,0,1
13,2,1,0,1
13,16,1,1,1
13,3,1,0,1
13,8,1,0,1
13,8,1,0,1
13,5,1,0,1
13,0,1,0,1
13,0,1,0,1
13,0,1,0,1
0,0,1,0,1
0,0,1,0,1
12,8,1,0,0
26,0,1,0,1
26,16,1,0,1
12,3,1,0,0
12,5,1,0,0
12,2,1,0,0
12,0,1,0,0
0,0,1,0,1
0,0,1,0,1
8,0,1,0,0
8,0,1,0,0
8,0,1,0,0
8,0,1,0,0
8,0,1,0,0
8,0,1,0,0
8,0,1,0,0
8,0,1,0,0
0,0,1,0,0
0,0,1,0,0
10,0,1,0,0
7,0,1,0,0
7,0,1,0,0
0,0,1,0,0
0,0,1,0,0
5,0,1,0,0
0,0,1,0,0
0,0,1,0,0
4,0,1,0,0
1,0,1,0,1
0,0,1,0,0
0,0,1,0,1
3,0,1,0,1
3,0,1,0,1
